Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment,Churn
3,501.03,25,4,4,3,443,Loyal Customers,0
6,1271.06,7,5,5,4,554,Champions,0
3,887.11,16,4,4,3,443,Loyal Customers,0
1,1706.88,115,2,2,4,224,Lost Customers,1
1,363.2,28,4,2,2,422,New  Customers,0
16,3653.75,3,5,5,5,555,Champions,0
7,3037.6,4,5,5,5,555,Champions,0
4,559.59,81,2,4,3,243,At Risk,0
5,928.76,28,4,4,3,443,Loyal Customers,0
1,379.14,71,3,2,2,322,Lost Customers,1
8,1508.96,3,5,5,4,554,Champions,0
11,2555.58,28,4,5,5,455,Champions,0
1,113.44,289,1,2,1,121,Lost Customers,1
1,183.76,35,3,2,1,321,Lost Customers,1
6,621.6800000000001,8,5,5,3,553,Loyal Customers,0
2,562.41,23,4,3,3,433,Loyal Customers,0
1,391.52,276,1,2,2,122,Lost Customers,1
6,1068.82,49,3,5,4,354,Loyal Customers,0
11,2592.25,155,2,5,5,255,At Risk,0
1,154.18,60,3,2,1,321,Lost Customers,1
19,7069.08,11,5,5,5,555,Champions,0
3,829.89,20,4,4,3,443,Loyal Customers,0
1,230.25,370,1,2,1,121,Lost Customers,1
3,543.05,115,2,4,3,243,At Risk,0
17,2814.7,79,2,5,5,255,At Risk,0
7,1295.39,3,5,5,4,554,Champions,0
3,378.89,25,4,4,2,442,Loyal Customers,0
21,4554.87,4,5,5,5,555,Champions,0
1,150.23000000000002,52,3,2,1,321,Lost Customers,1
2,563.23,0,5,3,3,533,Loyal Customers,0
2,931.03,54,3,3,3,333,Loyal Customers,0
1,261.9,25,4,2,2,422,New  Customers,0
4,2711.6800000000003,8,5,4,5,545,Champions,0
3,3049.88,51,3,4,5,345,Loyal Customers,0
9,1904.99,12,5,5,4,554,Champions,0
3,816.73,211,1,4,3,143,At Risk,0
19,4345.5,21,4,5,5,455,Champions,0
1,406.48,235,1,2,2,122,Lost Customers,1
3,435.02,138,2,4,2,242,At Risk,0
6,1286.27,3,5,5,4,554,Champions,0
3,1178.56,56,3,4,4,344,Loyal Customers,0
3,1277.75,134,2,4,4,244,At Risk,0
2,167.61,108,2,3,1,231,At Risk,0
1,20.8,29,4,2,1,421,New  Customers,0
9,2085.08,0,5,5,5,555,Champions,0
4,518.67,184,1,4,3,143,At Risk,0
1,308.74,17,4,2,2,422,New  Customers,0
2,416.64,238,1,3,2,132,At Risk,0
1,117.35000000000001,86,2,2,1,221,Lost Customers,1
3,507.05,38,3,4,3,343,Loyal Customers,0
1,234.17,115,2,2,1,221,Lost Customers,1
1,110.55000000000001,186,1,2,1,121,Lost Customers,1
1,201.19,226,1,2,1,121,Lost Customers,1
7,2154.97,7,5,5,5,555,Champions,0
1,319.02,188,1,2,2,122,Lost Customers,1
2,439.43,3,5,3,2,532,Loyal Customers,0
3,650.41,38,3,4,3,343,Loyal Customers,0
1,357.21,37,3,2,2,322,Lost Customers,1
1,251.51999999999998,266,1,2,2,122,Lost Customers,1
1,344.33,77,2,2,2,222,Lost Customers,1
6,1852.0,3,5,5,4,554,Champions,0
2,1028.46,254,1,3,4,134,At Risk,0
1,384.06,60,3,2,2,322,Lost Customers,1
7,1905.87,12,5,5,4,554,Champions,0
2,4459.52,87,2,3,5,235,At Risk,0
10,5464.12,16,4,5,5,455,Champions,0
2,1873.2,29,4,3,4,434,Loyal Customers,0
7,1616.8,2,5,5,4,554,Champions,0
1,126.12,4,5,2,1,521,New  Customers,0
6,1133.25,6,5,5,4,554,Champions,0
1,179.0,218,1,2,1,121,Lost Customers,1
5,1614.31,10,5,4,4,544,Champions,0
6,1456.96,29,4,5,4,454,Champions,0
3,702.0,287,1,4,3,143,At Risk,0
4,295.0,149,2,4,2,242,At Risk,0
2,484.82,22,4,3,2,432,Loyal Customers,0
11,3989.57,0,5,5,5,555,Champions,0
3,1493.73,85,2,4,4,244,At Risk,0
2,1312.1399999999999,45,3,3,4,334,Loyal Customers,0
4,781.78,4,5,4,3,543,Loyal Customers,0
6,889.9300000000001,50,3,5,3,353,Loyal Customers,0
1,195.36,17,4,2,1,421,New  Customers,0
1,270.9,29,4,2,2,422,New  Customers,0
3,583.4300000000001,7,5,4,3,543,Loyal Customers,0
3,1838.6100000000001,28,4,4,4,444,Champions,0
20,8694.26,2,5,5,5,555,Champions,0
2,920.1,40,3,3,3,333,Loyal Customers,0
4,1258.08,10,5,4,4,544,Champions,0
1,71.0,30,4,2,1,421,New  Customers,0
3,95.85,44,3,4,1,341,Loyal Customers,0
3,357.77,60,3,4,2,342,Loyal Customers,0
2,154.82999999999998,184,1,3,1,131,At Risk,0
6,877.5600000000001,78,2,5,3,253,At Risk,0
2,716.0,110,2,3,3,233,At Risk,0
1,146.87,63,3,2,1,321,Lost Customers,1
2,380.35,11,5,3,2,532,Loyal Customers,0
3,1030.14,85,2,4,4,244,At Risk,0
3,745.52,15,4,4,3,443,Loyal Customers,0
2,433.53000000000003,245,1,3,2,132,At Risk,0
1,1267.32,87,2,2,4,224,Lost Customers,1
1,112.4,29,4,2,1,421,New  Customers,0
1,449.73,137,2,2,2,222,Lost Customers,1
3,1071.49,26,4,4,4,444,Champions,0
5,1036.58,2,5,4,4,544,Champions,0
4,1735.18,31,4,4,4,444,Champions,0
1,948.48,24,4,2,4,424,New  Customers,0
3,339.44,112,2,4,2,242,At Risk,0
1,642.02,156,2,2,3,223,Lost Customers,1
3,1100.9,84,2,4,4,244,At Risk,0
3,925.35,117,2,4,3,243,At Risk,0
9,5655.03,2,5,5,5,555,Champions,0
6,3185.64,95,2,5,5,255,At Risk,0
1,240.89000000000001,193,1,2,1,121,Lost Customers,1
1,399.09,27,4,2,2,422,New  Customers,0
1,498.48,130,2,2,3,223,Lost Customers,1
5,1356.33,27,4,4,4,444,Champions,0
3,1179.89,81,2,4,4,244,At Risk,0
5,3080.39,29,4,4,5,445,Champions,0
1,234.24,265,1,2,1,121,Lost Customers,1
11,5232.2300000000005,73,2,5,5,255,At Risk,0
4,533.33,313,1,4,3,143,At Risk,0
7,1461.14,20,4,5,4,454,Champions,0
3,855.45,58,3,4,3,343,Loyal Customers,0
21,4552.14,11,5,5,5,555,Champions,0
9,2709.7000000000003,27,4,5,5,455,Champions,0
1,304.24,113,2,2,2,222,Lost Customers,1
9,2429.03,27,4,5,5,455,Champions,0
4,1446.09,17,4,4,4,444,Champions,0
4,834.12,17,4,4,3,443,Loyal Customers,0
3,841.0799999999999,35,3,4,3,343,Loyal Customers,0
2,378.2,35,3,3,2,332,Loyal Customers,0
1,118.80000000000001,77,2,2,1,221,Lost Customers,1
2,287.62,21,4,3,2,432,Loyal Customers,0
2,288.91,24,4,3,2,432,Loyal Customers,0
2,2003.85,32,4,3,4,434,Loyal Customers,0
3,1405.78,108,2,4,4,244,At Risk,0
2,2747.9900000000002,34,3,3,5,335,Loyal Customers,0
5,1562.4,122,2,4,4,244,At Risk,0
6,2050.08,6,5,5,4,554,Champions,0
4,1991.01,27,4,4,4,444,Champions,0
7,1974.65,3,5,5,4,554,Champions,0
9,3827.76,2,5,5,5,555,Champions,0
4,1774.03,49,3,4,4,344,Loyal Customers,0
1,302.0,321,1,2,2,122,Lost Customers,1
3,1324.16,22,4,4,4,444,Champions,0
4,1022.13,14,4,4,4,444,Champions,0
8,954.42,1,5,5,4,554,Champions,0
2,971.74,17,4,3,4,434,Loyal Customers,0
4,1621.73,9,5,4,4,544,Champions,0
1,25.5,261,1,2,1,121,Lost Customers,1
2,665.78,158,2,3,3,233,At Risk,0
6,10797.48,32,4,5,5,455,Champions,0
6,881.29,28,4,5,3,453,Loyal Customers,0
1,163.29999999999998,164,2,2,1,221,Lost Customers,1
1,231.61,46,3,2,1,321,Lost Customers,1
8,801.12,5,5,5,3,553,Loyal Customers,0
3,837.5,7,5,4,3,543,Loyal Customers,0
1,116.19999999999999,287,1,2,1,121,Lost Customers,1
1,157.02,317,1,2,1,121,Lost Customers,1
2,606.91,2,5,3,3,533,Loyal Customers,0
1,307.46,232,1,2,2,122,Lost Customers,1
1,138.32,118,2,2,1,221,Lost Customers,1
1,345.29999999999995,161,2,2,2,222,Lost Customers,1
1,294.24,184,1,2,2,122,Lost Customers,1
1,230.5,49,3,2,1,321,Lost Customers,1
5,989.45,151,2,4,4,244,At Risk,0
1,157.09,334,1,2,1,121,Lost Customers,1
5,2463.17,4,5,4,5,545,Champions,0
7,4892.240000000001,15,4,5,5,455,Champions,0
2,413.2,106,2,3,2,232,At Risk,0
7,1139.73,15,4,5,4,454,Champions,0
1,380.5,275,1,2,2,122,Lost Customers,1
12,10650.77,15,4,5,5,455,Champions,0
1,454.12,246,1,2,2,122,Lost Customers,1
1,579.0,238,1,2,3,123,Lost Customers,1
2,984.57,0,5,3,4,534,Loyal Customers,0
3,749.78,105,2,4,3,243,At Risk,0
4,1714.59,22,4,4,4,444,Champions,0
1,124.88,51,3,2,1,321,Lost Customers,1
3,1689.5,194,1,4,4,144,At Risk,0
1,213.78,23,4,2,1,421,New  Customers,0
1,329.34,74,2,2,2,222,Lost Customers,1
2,251.70000000000002,17,4,3,2,432,Loyal Customers,0
2,319.0,7,5,3,2,532,Loyal Customers,0
3,1266.97,31,4,4,4,444,Champions,0
3,1538.88,21,4,4,4,444,Champions,0
6,3518.03,30,4,5,5,455,Champions,0
10,1715.46,28,4,5,4,454,Champions,0
2,293.1,21,4,3,2,432,Loyal Customers,0
7,2467.35,32,4,5,5,455,Champions,0
1,158.68,283,1,2,1,121,Lost Customers,1
2,206.34,38,3,3,1,331,Loyal Customers,0
2,835.78,57,3,3,3,333,Loyal Customers,0
1,224.91,288,1,2,1,121,Lost Customers,1
1,317.76,78,2,2,2,222,Lost Customers,1
8,3766.6,4,5,5,5,555,Champions,0
1,59.9,217,1,2,1,121,Lost Customers,1
4,1443.69,43,3,4,4,344,Loyal Customers,0
1,306.13,201,1,2,2,122,Lost Customers,1
3,711.79,177,2,4,3,243,At Risk,0
4,783.97,55,3,4,3,343,Loyal Customers,0
2,239.92000000000002,56,3,3,1,331,Loyal Customers,0
6,3347.31,7,5,5,5,555,Champions,0
2,144.0,46,3,3,1,331,Loyal Customers,0
1,203.95,226,1,2,1,121,Lost Customers,1
7,2474.23,10,5,5,5,555,Champions,0
2,383.75,105,2,3,2,232,At Risk,0
2,444.74,58,3,3,2,332,Loyal Customers,0
7,2093.68,27,4,5,5,455,Champions,0
7,1699.3000000000002,35,3,5,4,354,Loyal Customers,0
2,262.62,273,1,3,2,132,At Risk,0
1,1013.01,29,4,2,4,424,New  Customers,0
3,692.22,23,4,4,3,443,Loyal Customers,0
1,289.78,53,3,2,2,322,Lost Customers,1
6,3560.08,35,3,5,5,355,Loyal Customers,0
4,1564.56,174,2,4,4,244,At Risk,0
1,384.08,53,3,2,2,322,Lost Customers,1
1,204.24,52,3,2,1,321,Lost Customers,1
8,2317.2200000000003,26,4,5,5,455,Champions,0
1,226.85,252,1,2,1,121,Lost Customers,1
7,2781.23,39,3,5,5,355,Loyal Customers,0
6,1059.1200000000001,59,3,5,4,354,Loyal Customers,0
1,113.5,233,1,2,1,121,Lost Customers,1
10,1951.97,3,5,5,4,554,Champions,0
1,114.23,31,4,2,1,421,New  Customers,0
14,3187.55,23,4,5,5,455,Champions,0
2,334.48,6,5,3,2,532,Loyal Customers,0
1,328.65,64,3,2,2,322,Lost Customers,1
2,416.89,309,1,3,2,132,At Risk,0
1,393.49,308,1,2,2,122,Lost Customers,1
6,939.32,18,4,5,4,454,Champions,0
8,1906.09,15,4,5,4,454,Champions,0
2,318.76,95,2,3,2,232,At Risk,0
8,3638.41,263,1,5,5,155,At Risk,0
10,3124.72,11,5,5,5,555,Champions,0
2,417.77,2,5,3,2,532,Loyal Customers,0
1,190.88,34,3,2,1,321,Lost Customers,1
1,149.89000000000001,182,1,2,1,121,Lost Customers,1
2,550.06,24,4,3,3,433,Loyal Customers,0
6,916.13,12,5,5,3,553,Loyal Customers,0
2,314.69,10,5,3,2,532,Loyal Customers,0
17,3719.1,2,5,5,5,555,Champions,0
1,382.5,312,1,2,2,122,Lost Customers,1
2,1135.04,107,2,3,4,234,At Risk,0
26,8540.05,0,5,5,5,555,Champions,0
1,954.9,52,3,2,4,324,Lost Customers,1
1,171.45,204,1,2,1,121,Lost Customers,1
1,280.09000000000003,14,4,2,2,422,New  Customers,0
1,318.65,119,2,2,2,222,Lost Customers,1
2,381.97,3,5,3,2,532,Loyal Customers,0
1,269.83,362,1,2,2,122,Lost Customers,1
2,348.91,116,2,3,2,232,At Risk,0
1,178.26,17,4,2,1,421,New  Customers,0
2,271.19,4,5,3,2,532,Loyal Customers,0
2,291.48,40,3,3,2,332,Loyal Customers,0
2,240.0,106,2,3,1,231,At Risk,0
2,581.23,147,2,3,3,233,At Risk,0
5,1253.3600000000001,51,3,4,4,344,Loyal Customers,0
1,63.440000000000005,207,1,2,1,121,Lost Customers,1
2,550.01,138,2,3,3,233,At Risk,0
3,296.58,1,5,4,2,542,Loyal Customers,0
2,317.2,126,2,3,2,232,At Risk,0
4,763.64,107,2,4,3,243,At Risk,0
4,2148.63,41,3,4,5,345,Loyal Customers,0
1,107.82,34,3,2,1,321,Lost Customers,1
2,1065.3500000000001,227,1,3,4,134,At Risk,0
1,246.04,240,1,2,1,121,Lost Customers,1
1,187.82999999999998,57,3,2,1,321,Lost Customers,1
3,1685.46,129,2,4,4,244,At Risk,0
6,1647.48,59,3,5,4,354,Loyal Customers,0
1,151.37,21,4,2,1,421,New  Customers,0
7,1049.06,25,4,5,4,454,Champions,0
7,1417.63,8,5,5,4,554,Champions,0
3,931.02,31,4,4,3,443,Loyal Customers,0
2,513.01,3,5,3,3,533,Loyal Customers,0
1,550.8000000000001,307,1,2,3,123,Lost Customers,1
9,1854.06,7,5,5,4,554,Champions,0
3,547.0,28,4,4,3,443,Loyal Customers,0
1,128.18,16,4,2,1,421,New  Customers,0
2,498.42,100,2,3,3,233,At Risk,0
4,656.61,11,5,4,3,543,Loyal Customers,0
1,163.24,20,4,2,1,421,New  Customers,0
5,1135.63,14,4,4,4,444,Champions,0
1,250.04,360,1,2,2,122,Lost Customers,1
19,8631.31,10,5,5,5,555,Champions,0
1,82.75,94,2,2,1,221,Lost Customers,1
2,1384.85,77,2,3,4,234,At Risk,0
3,644.3,138,2,4,3,243,At Risk,0
1,2328.84,30,4,2,5,425,New  Customers,0
8,2527.92,24,4,5,5,455,Champions,0
38,6281.23,1,5,5,5,555,Champions,0
3,2600.34,45,3,4,5,345,Loyal Customers,0
3,1200.6200000000001,99,2,4,4,244,At Risk,0
2,657.16,7,5,3,3,533,Loyal Customers,0
7,906.52,14,4,5,3,453,Loyal Customers,0
4,986.48,17,4,4,4,444,Champions,0
1,96.8,279,1,2,1,121,Lost Customers,1
2,523.11,13,4,3,3,433,Loyal Customers,0
2,363.9,22,4,3,2,432,Loyal Customers,0
1,175.2,123,2,2,1,221,Lost Customers,1
1,494.25,85,2,2,3,223,Lost Customers,1
2,307.02,301,1,3,2,132,At Risk,0
4,1981.06,150,2,4,4,244,At Risk,0
8,6493.54,16,4,5,5,455,Champions,0
2,243.36,93,2,3,1,231,At Risk,0
11,12353.29,29,4,5,5,455,Champions,0
3,682.29,156,2,4,3,243,At Risk,0
1,193.64,354,1,2,1,121,Lost Customers,1
1,157.62,45,3,2,1,321,Lost Customers,1
4,519.6899999999999,14,4,4,3,443,Loyal Customers,0
15,2622.88,3,5,5,5,555,Champions,0
1,228.96,85,2,2,1,221,Lost Customers,1
5,1156.6,14,4,4,4,444,Champions,0
1,98.25,178,2,2,1,221,Lost Customers,1
4,1281.32,7,5,4,4,544,Champions,0
3,587.15,35,3,4,3,343,Loyal Customers,0
2,1740.0,128,2,3,4,234,At Risk,0
1,1393.06,50,3,2,4,324,Lost Customers,1
1,178.22,311,1,2,1,121,Lost Customers,1
2,384.39,23,4,3,2,432,Loyal Customers,0
2,360.81,302,1,3,2,132,At Risk,0
1,127.86,10,5,2,1,521,New  Customers,0
3,568.24,16,4,4,3,443,Loyal Customers,0
3,488.2,48,3,4,3,343,Loyal Customers,0
2,312.23,238,1,3,2,132,At Risk,0
11,4462.68,0,5,5,5,555,Champions,0
8,4767.36,12,5,5,5,555,Champions,0
1,167.55,237,1,2,1,121,Lost Customers,1
8,1878.87,22,4,5,4,454,Champions,0
4,446.18,72,2,4,2,242,At Risk,0
3,418.4,16,4,4,2,442,Loyal Customers,0
8,1337.18,40,3,5,4,354,Loyal Customers,0
4,646.92,39,3,4,3,343,Loyal Customers,0
2,495.77,218,1,3,3,133,At Risk,0
3,400.1,198,1,4,2,142,At Risk,0
2,203.2,70,3,3,1,331,Loyal Customers,0
20,4058.32,23,4,5,5,455,Champions,0
1,389.71999999999997,10,5,2,2,522,New  Customers,0
29,20275.61,8,5,5,5,555,Champions,0
1,65.4,64,3,2,1,321,Lost Customers,1
1,193.39000000000001,3,5,2,1,521,New  Customers,0
2,336.4,18,4,3,2,432,Loyal Customers,0
1,256.11,14,4,2,2,422,New  Customers,0
6,2686.42,7,5,5,5,555,Champions,0
2,746.81,19,4,3,3,433,Loyal Customers,0
4,1259.56,77,2,4,4,244,At Risk,0
34,31833.68,0,5,5,5,555,Champions,0
2,508.8,163,2,3,3,233,At Risk,0
2,417.27,306,1,3,2,132,At Risk,0
1,203.86999999999998,218,1,2,1,121,Lost Customers,1
8,7330.8,38,3,5,5,355,Loyal Customers,0
2,681.41,21,4,3,3,433,Loyal Customers,0
3,653.38,114,2,4,3,243,At Risk,0
5,2097.84,125,2,4,5,245,At Risk,0
13,2633.85,4,5,5,5,555,Champions,0
1,263.92,35,3,2,2,322,Lost Customers,1
15,31906.82,3,5,5,5,555,Champions,0
3,1031.41,0,5,4,4,544,Champions,0
3,2184.42,332,1,4,5,145,At Risk,0
1,32.65,162,2,2,1,221,Lost Customers,1
2,771.85,184,1,3,3,133,At Risk,0
5,1214.72,15,4,4,4,444,Champions,0
3,778.94,11,5,4,3,543,Loyal Customers,0
7,1258.06,2,5,5,4,554,Champions,0
2,778.0,43,3,3,3,333,Loyal Customers,0
1,507.84,79,2,2,3,223,Lost Customers,1
7,6893.42,29,4,5,5,455,Champions,0
2,463.46000000000004,41,3,3,2,332,Loyal Customers,0
12,4226.57,10,5,5,5,555,Champions,0
3,598.83,49,3,4,3,343,Loyal Customers,0
6,1979.37,15,4,5,4,454,Champions,0
2,698.41,45,3,3,3,333,Loyal Customers,0
2,759.17,18,4,3,3,433,Loyal Customers,0
6,5037.26,7,5,5,5,555,Champions,0
1,100.8,71,3,2,1,321,Lost Customers,1
28,17256.85,0,5,5,5,555,Champions,0
3,524.9200000000001,127,2,4,3,243,At Risk,0
2,265.76,32,4,3,2,432,Loyal Customers,0
1,403.3,312,1,2,2,122,Lost Customers,1
2,365.76,17,4,3,2,432,Loyal Customers,0
1,303.15999999999997,87,2,2,2,222,Lost Customers,1
7,2373.82,1,5,5,5,555,Champions,0
2,216.29999999999998,1,5,3,1,531,Loyal Customers,0
1,388.45000000000005,253,1,2,2,122,Lost Customers,1
3,186.42000000000002,156,2,4,1,241,At Risk,0
6,2248.56,36,3,5,5,355,Loyal Customers,0
1,534.24,219,1,2,3,123,Lost Customers,1
3,2940.04,147,2,4,5,245,At Risk,0
2,120.9,176,2,3,1,231,At Risk,0
2,541.53,39,3,3,3,333,Loyal Customers,0
7,2519.21,1,5,5,5,555,Champions,0
46,194390.79,7,5,5,5,555,Champions,0
7,1721.4,0,5,5,4,554,Champions,0
2,486.71999999999997,17,4,3,2,432,Loyal Customers,0
4,517.53,191,1,4,3,143,At Risk,0
1,131.7,203,1,2,1,121,Lost Customers,1
1,249.86,364,1,2,2,122,Lost Customers,1
5,1737.7,126,2,4,4,244,At Risk,0
1,316.5,14,4,2,2,422,New  Customers,0
2,657.3,42,3,3,3,333,Loyal Customers,0
6,622.4300000000001,93,2,5,3,253,At Risk,0
3,735.82,22,4,4,3,443,Loyal Customers,0
2,675.69,59,3,3,3,333,Loyal Customers,0
5,1875.86,15,4,4,4,444,Champions,0
1,289.96000000000004,157,2,2,2,222,Lost Customers,1
2,763.28,9,5,3,3,533,Loyal Customers,0
2,137.0,9,5,3,1,531,Loyal Customers,0
5,1870.97,15,4,4,4,444,Champions,0
5,1125.07,44,3,4,4,344,Loyal Customers,0
3,697.54,190,1,4,3,143,At Risk,0
1,194.37,78,2,2,1,221,Lost Customers,1
1,511.82,77,2,2,3,223,Lost Customers,1
4,1255.59,3,5,4,4,544,Champions,0
3,414.04,64,3,4,2,342,Loyal Customers,0
1,396.87,260,1,2,2,122,Lost Customers,1
2,376.64,58,3,3,2,332,Loyal Customers,0
7,2092.32,0,5,5,5,555,Champions,0
10,3558.87,0,5,5,5,555,Champions,0
1,374.57,247,1,2,2,122,Lost Customers,1
2,497.56,7,5,3,3,533,Loyal Customers,0
1,271.05,358,1,2,2,122,Lost Customers,1
1,272.22,75,2,2,2,222,Lost Customers,1
1,622.88,289,1,2,3,123,Lost Customers,1
3,1138.0,16,4,4,4,444,Champions,0
2,288.6,220,1,3,2,132,At Risk,0
4,689.1,8,5,4,3,543,Loyal Customers,0
2,558.96,2,5,3,3,533,Loyal Customers,0
9,2997.0299999999997,205,1,5,5,155,At Risk,0
2,1145.84,161,2,3,4,234,At Risk,0
1,302.2,75,2,2,2,222,Lost Customers,1
2,605.58,261,1,3,3,133,At Risk,0
1,387.31,280,1,2,2,122,Lost Customers,1
8,6083.64,57,3,5,5,355,Loyal Customers,0
1,308.48,24,4,2,2,422,New  Customers,0
31,91062.38,2,5,5,5,555,Champions,0
10,2924.9900000000002,28,4,5,5,455,Champions,0
1,513.2,71,3,2,3,323,Lost Customers,1
1,208.65,127,2,2,1,221,Lost Customers,1
4,639.02,30,4,4,3,443,Loyal Customers,0
5,764.88,14,4,4,3,443,Loyal Customers,0
1,153.94,308,1,2,1,121,Lost Customers,1
6,1844.02,16,4,5,4,454,Champions,0
1,546.81,53,3,2,3,323,Lost Customers,1
3,723.2099999999999,29,4,4,3,443,Loyal Customers,0
5,1070.71,1,5,4,4,544,Champions,0
4,652.74,10,5,4,3,543,Loyal Customers,0
1,145.0,360,1,2,1,121,Lost Customers,1
1,422.70000000000005,359,1,2,2,122,Lost Customers,1
4,1195.8999999999999,4,5,4,4,544,Champions,0
4,939.37,53,3,4,4,344,Loyal Customers,0
8,3628.5,0,5,5,5,555,Champions,0
10,2367.12,0,5,5,5,555,Champions,0
1,296.7,189,1,2,2,122,Lost Customers,1
1,223.36,53,3,2,1,321,Lost Customers,1
1,164.4,279,1,2,1,121,Lost Customers,1
1,76.5,176,2,2,1,221,Lost Customers,1
2,887.67,29,4,3,3,433,Loyal Customers,0
1,98.42,25,4,2,1,421,New  Customers,0
2,578.9,24,4,3,3,433,Loyal Customers,0
1,170.75,269,1,2,1,121,Lost Customers,1
3,642.32,42,3,4,3,343,Loyal Customers,0
1,103.3,233,1,2,1,121,Lost Customers,1
2,148.86,23,4,3,1,431,Loyal Customers,0
3,267.16,196,1,4,2,142,At Risk,0
1,290.34,358,1,2,2,122,Lost Customers,1
4,930.41,59,3,4,3,343,Loyal Customers,0
1,1487.6,129,2,2,4,224,Lost Customers,1
5,1952.45,0,5,4,4,544,Champions,0
2,480.31,19,4,3,2,432,Loyal Customers,0
1,157.9,205,1,2,1,121,Lost Customers,1
3,541.46,13,4,4,3,443,Loyal Customers,0
4,854.95,94,2,4,3,243,At Risk,0
1,165.12,18,4,2,1,421,New  Customers,0
7,1122.38,13,4,5,4,454,Champions,0
3,454.01,23,4,4,2,442,Loyal Customers,0
2,869.77,7,5,3,3,533,Loyal Customers,0
8,4331.48,6,5,5,5,555,Champions,0
1,344.14,331,1,2,2,122,Lost Customers,1
4,1425.67,49,3,4,4,344,Loyal Customers,0
4,226.75000000000003,70,3,4,1,341,Loyal Customers,0
3,380.6,28,4,4,2,442,Loyal Customers,0
1,185.65,242,1,2,1,121,Lost Customers,1
19,3564.83,7,5,5,5,555,Champions,0
1,143.45999999999998,217,1,2,1,121,Lost Customers,1
3,448.90000000000003,4,5,4,2,542,Loyal Customers,0
3,215.72,252,1,4,1,141,At Risk,0
25,11025.24,0,5,5,5,555,Champions,0
1,175.27,235,1,2,1,121,Lost Customers,1
2,1242.3,6,5,3,4,534,Loyal Customers,0
4,1116.68,108,2,4,4,244,At Risk,0
3,1240.2,99,2,4,4,244,At Risk,0
4,2404.17,59,3,4,5,345,Loyal Customers,0
3,1468.02,1,5,4,4,544,Champions,0
7,2203.67,72,2,5,5,255,At Risk,0
5,3923.86,3,5,4,5,545,Champions,0
2,993.18,84,2,3,4,234,At Risk,0
2,386.69,11,5,3,2,532,Loyal Customers,0
7,2806.69,22,4,5,5,455,Champions,0
1,2044.3700000000001,213,1,2,4,124,Lost Customers,1
1,161.67000000000002,17,4,2,1,421,New  Customers,0
1,116.00999999999999,238,1,2,1,121,Lost Customers,1
6,5054.42,1,5,5,5,555,Champions,0
1,394.72,77,2,2,2,222,Lost Customers,1
2,309.36,216,1,3,2,132,At Risk,0
2,191.99,32,4,3,1,431,Loyal Customers,0
5,1105.78,40,3,4,4,344,Loyal Customers,0
15,3961.12,6,5,5,5,555,Champions,0
6,2048.45,52,3,5,4,354,Loyal Customers,0
14,4544.55,22,4,5,5,455,Champions,0
1,386.32,56,3,2,2,322,Lost Customers,1
3,329.6,129,2,4,2,242,At Risk,0
3,571.1999999999999,173,2,4,3,243,At Risk,0
3,930.28,5,5,4,3,543,Loyal Customers,0
1,214.37,311,1,2,1,121,Lost Customers,1
1,81.44,59,3,2,1,321,Lost Customers,1
3,1379.9,20,4,4,4,444,Champions,0
1,527.0500000000001,32,4,2,3,423,New  Customers,0
2,843.48,14,4,3,3,433,Loyal Customers,0
4,2020.4,17,4,4,4,444,Champions,0
1,75.75,80,2,2,1,221,Lost Customers,1
8,1814.12,5,5,5,4,554,Champions,0
2,503.59999999999997,169,2,3,3,233,At Risk,0
3,528.33,1,5,4,3,543,Loyal Customers,0
4,1324.84,30,4,4,4,444,Champions,0
9,2358.59,35,3,5,5,355,Loyal Customers,0
1,285.56,18,4,2,2,422,New  Customers,0
2,547.0600000000001,30,4,3,3,433,Loyal Customers,0
1,108.5,275,1,2,1,121,Lost Customers,1
1,621.66,86,2,2,3,223,Lost Customers,1
2,712.29,119,2,3,3,233,At Risk,0
1,101.55,372,1,2,1,121,Lost Customers,1
11,2895.64,0,5,5,5,555,Champions,0
3,1008.39,218,1,4,4,144,At Risk,0
1,133.06,64,3,2,1,321,Lost Customers,1
4,1797.5,60,3,4,4,344,Loyal Customers,0
1,868.49,137,2,2,3,223,Lost Customers,1
1,166.08,20,4,2,1,421,New  Customers,0
10,3945.0,11,5,5,5,555,Champions,0
12,4867.72,24,4,5,5,455,Champions,0
4,1207.56,36,3,4,4,344,Loyal Customers,0
1,117.55,276,1,2,1,121,Lost Customers,1
7,2638.94,10,5,5,5,555,Champions,0
5,1674.69,72,2,4,4,244,At Risk,0
2,595.42,25,4,3,3,433,Loyal Customers,0
12,2999.46,16,4,5,5,455,Champions,0
1,178.75,140,2,2,1,221,Lost Customers,1
7,1802.91,25,4,5,4,454,Champions,0
2,604.64,18,4,3,3,433,Loyal Customers,0
2,728.16,3,5,3,3,533,Loyal Customers,0
5,2055.51,65,3,4,5,345,Loyal Customers,0
2,347.75,0,5,3,2,532,Loyal Customers,0
7,3406.7200000000003,42,3,5,5,355,Loyal Customers,0
1,205.7,227,1,2,1,121,Lost Customers,1
4,1572.71,15,4,4,4,444,Champions,0
2,3178.17,49,3,3,5,335,Loyal Customers,0
6,1594.97,1,5,5,4,554,Champions,0
2,551.04,73,2,3,3,233,At Risk,0
31,20374.28,0,5,5,5,555,Champions,0
6,1371.18,3,5,5,4,554,Champions,0
